311040;0.563951
311040;0.695619
311040;0.606700
311040;0.597466
311040;0.629614
311040;0.547877
311040;0.517781
311040;0.595757
311040;0.537275
311040;0.545141
311040;0.531119
311040;0.502734
311040;0.507522
311040;0.603623
311040;0.536249
311040;0.571475
311040;0.530777
311040;0.550271
311040;0.547193
311040;0.519150
311040;0.512994
311040;0.526673
311040;0.562241
311040;0.583787
311040;0.583103
311040;0.640558
311040;0.510942
311040;0.493842
311040;0.523937
311040;0.600203
311040;0.570449
311040;0.592337
311040;0.595757
311040;0.526673
311040;0.486660
311040;0.502734
311040;0.507864
311040;0.472980
311040;0.548219
311040;0.510942
311040;0.480162
311040;0.516756
311040;0.479136
311040;0.516414
311040;0.517439
311040;0.520176
311040;0.516414
311040;0.493500
311040;0.531461
311040;0.519150
311040;0.494868
311040;0.516414
311040;0.515388
311040;0.503076
311040;0.511626
311040;0.454512
311040;0.474348
311040;0.535907
311040;0.519833
311040;0.496236
311040;0.514362
311040;0.471270
311040;0.472980
311040;0.501708
311040;0.520517
311040;0.514020
311040;0.471612
311040;0.478794
311040;0.492816
311040;0.510600
311040;0.491790
311040;0.469902
311040;0.482556
311040;0.491790
311040;0.471270
311040;0.494526
311040;0.499998
311040;0.490080
311040;0.489054
311040;0.459642
311040;0.524621
311040;0.476742
311040;0.457248
311040;0.482214
311040;0.488712
311040;0.502050
311040;0.485292
311040;0.468192
311040;0.456222
311040;0.489738
311040;0.481188
311040;0.456564
311040;0.469218
311040;0.482898
311040;0.480846
311040;0.471954
311040;0.465114
311040;0.480504
311040;0.475032
311040;0.481530
311040;0.465798
311040;0.484266
311040;0.491790
311040;0.493158
311040;0.484950
311040;0.468192
311040;0.495210
311040;0.484266
311040;0.492132
311040;0.465114
311040;0.487686
311040;0.465798
311040;0.479820
311040;0.466482
311040;0.480504
311040;0.481188
311040;0.471954
311040;0.482556
311040;0.455538
311040;0.471954
311040;0.480504
311040;0.480504
311040;0.464430
311040;0.478794
311040;0.481530
311040;0.482898
311040;0.476742
311040;0.480846
311040;0.466140
311040;0.471612
311040;0.486660
311040;0.465456
311040;0.476742
311040;0.506154
311040;0.514362
311040;0.601570
311040;0.602255
311040;0.617302
311040;0.623458
311040;0.613882
311040;0.608068
311040;0.629272
311040;0.608752
311040;0.601229
311040;0.598151
311040;0.614908
311040;0.585839
311040;0.597466
311040;0.611488
311040;0.613198
311040;0.615934
311040;0.619012
311040;0.611830
311040;0.627562
311040;0.616276
311040;0.634402
311040;0.656974
311040;0.610804
311040;0.613540
311040;0.600545
311040;0.605332
311040;0.617302
311040;0.607726
311040;0.609437
311040;0.608410
311040;0.618670
311040;0.639874
311040;0.543089
311040;0.552665
311040;0.544115
311040;0.546509
311040;0.557795
311040;0.528725
311040;0.515046
311040;0.511626
311040;0.510600
311040;0.512310
311040;0.506838
311040;0.509916
311040;0.507522
311040;0.477426
311040;0.513336
311040;0.503076
311040;0.501708
311040;0.494868
311040;0.501366
311040;0.508206
311040;0.506154
311040;0.490764
311040;0.502734
311040;0.536591
311040;0.511968
311040;0.518466
311040;0.488028
311040;0.498630
311040;0.502050
311040;0.498630
311040;0.500682
311040;0.491790
311040;0.495552
311040;0.498972
311040;0.497262
311040;0.510258
311040;0.501708
311040;0.488712
311040;0.484608
311040;0.472638
311040;0.463746
311040;0.492132
311040;0.495894
311040;0.509574
311040;0.495552
311040;0.497946
311040;0.503418
311040;0.487344
311040;0.484950
311040;0.498630
311040;0.496236
311040;0.488712
311040;0.492132
311040;0.489054
311040;0.499656
311040;0.501024
311040;0.508548
311040;0.517097
311040;0.495894
311040;0.502050
311040;0.490764
311040;0.510942
311040;0.503076
311040;0.507864
311040;0.504102
311040;0.497946
311040;0.507522
311040;0.484950
311040;0.499998
311040;0.503076
311040;0.504102
311040;0.495552
311040;0.504102
311040;0.511968
311040;0.516414
311040;0.524279
311040;0.514362
311040;0.518808
311040;0.504786
311040;0.503418
311040;0.499314
311040;0.504102
311040;0.504444
311040;0.506154
311040;0.438781
311040;0.497262
311040;0.505128
311040;0.500682
311040;0.488712
311040;0.475716
311040;0.490764
311040;0.495210
311040;0.533855
311040;0.484608
311040;0.490764
311040;0.492474
311040;0.491790
311040;0.472980
311040;0.520517
311040;0.489054
311040;0.491790
311040;0.490422
311040;0.492474
311040;0.493842
311040;0.493500
311040;0.496920
311040;0.491106
311040;0.489396
311040;0.489738
311040;0.529409
311040;0.497262
311040;0.517782
311040;0.486660
311040;0.489396
311040;0.503076
311040;0.488712
311040;0.474006
311040;0.576263
311040;0.619354
311040;0.775988
311040;0.668602
311040;0.619354
311040;0.648082
311040;0.549929
311040;0.891925
311040;0.542063
311040;0.560873
311040;0.544115
311040;0.562925
