311040;0.386798;23.889486
311040;0.369356;2.277697
311040;0.373802;2.290351
311040;0.345759;2.254783
311040;0.363884;2.240419
311040;0.327291;2.350884
311040;0.381326;2.282143
311040;0.318741;2.357724
311040;0.368330;2.263333
311040;0.364568;2.224688
311040;0.320451;2.388846
311040;0.353624;2.243497
311040;0.365594;2.488367
311040;0.365252;2.257519
311040;0.364226;2.239393
311040;0.367646;2.340624
311040;0.358754;2.522225
311040;0.478111;2.166548
230400;0.239398;1.696987
230400;0.268467;1.729135
230400;0.255471;1.776672
230400;0.257865;1.668601
230400;0.283515;1.874141
230400;0.273255;1.649107
230400;0.212722;2.043087
230400;0.268126;1.930571
230400;0.278043;1.836179
230400;0.268125;1.783854
230400;0.210670;1.816001
230400;0.215116;1.820448
230400;0.157660;1.725373
230400;0.274281;1.749312
230400;0.180232;1.665524
230400;0.154240;1.675441
230400;0.186046;2.063607
230400;0.222981;1.721611
230400;0.255813;1.677835
230400;0.174076;1.760256
230400;0.200410;1.766412
230400;0.264363;1.615592
230400;0.178523;1.690831
230400;0.180574;1.623116
230400;0.189808;1.718533
230400;0.353282;1.853963
230400;0.235635;1.763334
230400;0.189124;1.659709
230400;0.251368;1.834127
230400;0.270519;1.679887
230400;0.171340;2.334811
230400;0.296853;2.201432
230400;0.168262;1.843361
230400;0.172024;1.816686
230400;0.169631;1.668601
230400;0.188440;1.610804
230400;0.272571;1.690831
230400;0.168946;1.676125
230400;0.272571;1.683307
230400;0.196306;1.889873
230400;0.181942;2.166890
230400;0.208618;1.835154
230400;0.169288;2.047875
230400;0.405266;10.343675
230400;0.414157;1.695959
230400;0.270177;1.751705
230400;0.257523;1.609776
230400;0.236661;1.765726
311040;0.443569;2.286588
311040;0.429206;2.252047
311040;0.399110;2.192197
311040;0.439465;2.163470
311040;0.438439;2.184673
311040;0.432626;2.197327
311040;0.433309;2.344386
311040;0.381668;2.262990
311040;0.419972;2.244523
311040;0.435361;2.353962
311040;0.461353;2.495548
311040;0.406634;2.328654
311040;0.417578;2.230159
311040;0.416894;2.340282
311040;0.387140;2.322156
311040;0.379274;2.355672
311040;0.400478;2.569761
311040;0.425444;2.344386
311040;0.382352;2.309160
